county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee_mail,provisional
Adams,Littlestown 1,Attorney General,,CST,JUSTIN L MAGILL,14,11,,3,0
Adams,Littlestown 1,Attorney General,,FWD,ERIC L SETTLE,1,1,,0,0
Adams,Littlestown 1,Attorney General,,,Write-ins,2,1,,1,0
Adams,Littlestown 1,Attorney General,,,Not Assigned,2,1,,1,0
Adams,Littlestown 1,Attorney General,,,Over Votes,0,0,,0,0
Adams,Littlestown 1,Attorney General,,,Under Votes,21,14,,7,0
Adams,Littlestown 2,Attorney General,,DEM,EUGENE DEPASQUALE,369,207,,159,3
Adams,Littlestown 2,Attorney General,,REP,DAVE SUNDAY,965,710,,249,6
Adams,Littlestown 2,Attorney General,,LIB,ROBERT COWBURN,19,18,,1,0
Adams,Littlestown 2,Attorney General,,GNP,RICHARD L WEISS,11,6,,5,0
Adams,Littlestown 2,Attorney General,,CST,JUSTIN L MAGILL,6,4,,2,0
Adams,Littlestown 2,Attorney General,,FWD,ERIC L SETTLE,1,1,,0,0
Adams,Littlestown 2,Attorney General,,,Write-ins,2,2,,0,0
Adams,Littlestown 2,Attorney General,,,Not Assigned,2,2,,0,0
Adams,Littlestown 2,Attorney General,,,Over Votes,0,0,,0,0
Adams,Littlestown 2,Attorney General,,,Under Votes,23,14,,9,0
Adams,McSherrystown 1,Attorney General,,DEM,EUGENE DEPASQUALE,258,160,,96,2
Adams,McSherrystown 1,Attorney General,,REP,DAVE SUNDAY,518,417,,95,6
Adams,McSherrystown 1,Attorney General,,LIB,ROBERT COWBURN,17,12,,5,0
Adams,McSherrystown 1,Attorney General,,GNP,RICHARD L WEISS,9,7,,2,0
Adams,McSherrystown 1,Attorney General,,CST,JUSTIN L MAGILL,3,3,,0,0
Adams,McSherrystown 1,Attorney General,,FWD,ERIC L SETTLE,4,2,,2,0
Adams,McSherrystown 1,Attorney General,,,Write-ins,0,0,,0,0
Adams,McSherrystown 1,Attorney General,,,Not Assigned,0,0,,0,0
Adams,McSherrystown 1,Attorney General,,,Over Votes,0,0,,0,0
Adams,McSherrystown 1,Attorney General,,,Under Votes,15,10,,4,1
Adams,McSherrystown 2,Attorney General,,DEM,EUGENE DEPASQUALE,173,100,,72,1
Adams,McSherrystown 2,Attorney General,,REP,DAVE SUNDAY,392,323,,69,0
Adams,McSherrystown 2,Attorney General,,LIB,ROBERT COWBURN,8,8,,0,0
Adams,McSherrystown 2,Attorney General,,GNP,RICHARD L WEISS,3,2,,1,0
Adams,McSherrystown 2,Attorney General,,CST,JUSTIN L MAGILL,3,2,,1,0
Adams,McSherrystown 2,Attorney General,,FWD,ERIC L SETTLE,3,3,,0,0
Adams,McSherrystown 2,Attorney General,,,Write-ins,0,0,,0,0
Adams,McSherrystown 2,Attorney General,,,Not Assigned,0,0,,0,0
Adams,McSherrystown 2,Attorney General,,,Over Votes,0,0,,0,0
Adams,McSherrystown 2,Attorney General,,,Under Votes,7,5,,2,0
